Time frequency,Unit of measure,Stock or flow,Products and final uses,"Products, adjustments and value added",Geopolitical entity (reporting),Time,value,country
Annual,Million euro,Total,Electrical equipment,"Operating surplus and mixed income, gross",Hungary,2020,1050.08,HU
Annual,Million euro,Total,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Imports of goods and services,Hungary,2022,1049.91,HU
Annual,Million euro,Total,Architectural and engineering services; technical testing and analysis services,Total supply at basic prices,Luxembourg,2020,1049.7,LU
Annual,Million euro,Total,Total use,Architectural and engineering services; technical testing and analysis services,Luxembourg,2020,1049.7,LU
Annual,Million euro,Total,Total use,Scientific research and development services,Croatia,2021,1049.64,HR
Annual,Million euro,Total,Scientific research and development services,Total supply at basic prices,Croatia,2021,1049.64,HR
Annual,Million euro,Total,"Financial services, except insurance and pension funding","Operating surplus and mixed income, net",Croatia,2021,1049.5,HR
Annual,Million euro,Total,Social work services without accommodation,"Value added, gross",Hungary,2023,1049.36,HU
Annual,Million euro,Total,Postal and courier services,Postal and courier services,Sweden,2022,1049.24,SE
Annual,Million euro,Total,Exports of goods and services,"Wholesale trade services, except of motor vehicles and motorcycles",Slovenia,2020,1048.99,SI
Annual,Million euro,Total,Food products,"Operating surplus and mixed income, net",Hungary,2023,1048.92,HU
Annual,Million euro,Total,Total final use,Electrical equipment,Estonia,2020,1048.87,EE
Annual,Million euro,Total,Public administration and defence services; compulsory social security services,Total intermediate consumption /final use,Slovenia,2020,1048.84,SI
Annual,Million euro,Total,"Computer, electronic and optical products",Compensation of employees,Spain,2020,1048.8,ES
Annual,Million euro,Total,Other transport equipment,Compensation of employees,Austria,2022,1048.61,AT
Annual,Million euro,Total,Basic metals,Imports of goods and services from EU countries outside the euro area,Slovakia,2020,1048.53,SK
Annual,Million euro,Total,"Retail trade services, except of motor vehicles and motorcycles","Operating surplus and mixed income, net",Sweden,2023,1047.76,SE
Annual,Million euro,Total,Warehousing and support services for transportation,Imports of goods and services from non-EU countries,Cyprus,2020,1047.76,CY
Annual,Million euro,Total,Advertising and market research services,Imports of goods and services from non-EU countries,Austria,2021,1047.52,AT
Annual,Million euro,Total,Mining and quarrying,Total intermediate consumption /final use,Czechia,2020,1047.44,CZ
Annual,Million euro,Total,Other non-metallic mineral products,Imports of goods and services from EU countries,Hungary,2020,1047.28,HU
Annual,Million euro,Total,Exports of goods and services to euro area countries,"Other professional, scientific and technical services and veterinary services",Ireland,2020,1047.23,IE
Annual,Million euro,Total,"Electricity, gas, steam and air conditioning",Imports of goods and services from non-EU countries,Hungary,2022,1046.94,HU
Annual,Million euro,Total,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",Wages and salaries,Sweden,2022,1046.89,SE
Annual,Million euro,Total,Accommodation and food services,Output,Lithuania,2020,1046.59,LT
Annual,Million euro,Total,Exports of goods and services,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",Czechia,2020,1046.57,CZ
Annual,Million euro,Total,"Food, beverages and tobacco products",Land transport services and transport services via pipelines,Austria,2022,1046.4,AT
Annual,Million euro,Total,Exports of goods and services,Constructions and construction works,Austria,2022,1046.35,AT
Annual,Million euro,Total,Human health services,Real estate services excluding imputed rents,Sweden,2023,1046.28,SE
Annual,Million euro,Total,Paper and paper products,Wages and salaries,Poland,2020,1046.12,PL
Annual,Million euro,Total,"Computer, electronic and optical products","Wholesale trade services, except of motor vehicles and motorcycles",Czechia,2022,1046.12,CZ
Annual,Million euro,Total,"Computer, electronic and optical products","Operating surplus and mixed income, gross",Sweden,2021,1046.08,SE
Annual,Million euro,Total,Gross capital formation,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Austria,2020,1046.04,AT
Annual,Million euro,Total,"Travel agency, tour operator and other reservation services and related services",Total intermediate consumption /final use,Czechia,2020,1045.81,CZ
Annual,Million euro,Total,"Fabricated metal products, except machinery and equipment","Fabricated metal products, except machinery and equipment",Slovakia,2020,1045.71,SK
Annual,Million euro,Total,"Computer, electronic and optical products",Compensation of employees,Hungary,2021,1045.26,HU
Annual,Million euro,Total,Exports of goods and services to EU countries,Accommodation and food services,Austria,2021,1045.15,AT
Annual,Million euro,Total,Repair and installation services of machinery and equipment,Total intermediate consumption /final use,Hungary,2020,1045.13,HU
Annual,Million euro,Total,Total final use,Electrical equipment,Lithuania,2020,1044.92,LT
Annual,Million euro,Total,Mining and quarrying,Total intermediate consumption /final use,Austria,2021,1044.86,AT
Annual,Million euro,Total,"Retail trade services, except of motor vehicles and motorcycles",Wages and salaries,Slovenia,2020,1044.85,SI
Annual,Million euro,Total,Telecommunications services,"Operating surplus and mixed income, gross",Luxembourg,2021,1044.61,LU
Annual,Million euro,Total,Final consumption expenditure by government,Social work services without accommodation,Hungary,2023,1044.55,HU
Annual,Million euro,Total,Legal and accounting services,Wages and salaries,Hungary,2022,1044.52,HU
Annual,Million euro,Total,Final consumption expenditure by households,Basic pharmaceutical products and pharmaceutical preparations,Czechia,2022,1044.29,CZ
Annual,Million euro,Total,Changes in inventories,Total intermediate consumption /final use,Hungary,2023,1044.17,HU
Annual,Million euro,Total,Final consumption expediture,Accommodation services,Czechia,2020,1044.04,CZ
Annual,Million euro,Total,Constructions and construction works,Architectural and engineering services; technical testing and analysis services,Poland,2020,1044.02,PL
Annual,Million euro,Total,Exports of goods and services to EU countries outside the euro area,"Fabricated metal products, except machinery and equipment",Slovakia,2020,1043.98,SK
Annual,Million euro,Total,Exports of goods and services to non-EU countries,Telecommunications services,Luxembourg,2021,1043.65,LU
Annual,Million euro,Total,"Financial services, except insurance and pension funding","Other professional, scientific and technical services and veterinary services",Luxembourg,2021,1043.4,LU
Annual,Million euro,Total,Exports of goods and services,Legal and accounting services,Hungary,2023,1043.17,HU
Annual,Million euro,Total,Exports of goods and services to non-EU countries,"Food, beverages and tobacco products",Hungary,2020,1043.1,HU
Annual,Million euro,Total,Total use,"Products of agriculture, hunting and related services",Cyprus,2022,1042.97,CY
Annual,Million euro,Total,"Products of agriculture, hunting and related services",Total supply at basic prices,Cyprus,2022,1042.97,CY
Annual,Million euro,Total,Electrical equipment,Basic metals,Austria,2022,1042.69,AT
Annual,Million euro,Total,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Total intermediate consumption /final use,Hungary,2023,1042.55,HU
Annual,Million euro,Total,"Computer, electronic and optical products","Operating surplus and mixed income, gross",Hungary,2021,1042.51,HU
Annual,Million euro,Total,Chemicals and chemical products,Compensation of employees,Austria,2022,1042.19,AT
Annual,Million euro,Total,Constructions and construction works,Buildings and building construction works,Hungary,2023,1041.93,HU
Annual,Million euro,Total,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Total intermediate consumption /final use,Hungary,2022,1041.84,HU
Annual,Million euro,Total,Human health services,"Operating surplus and mixed income, net",Sweden,2021,1041.74,SE
Annual,Million euro,Total,Machinery and equipment n.e.c.,Basic metals,Sweden,2022,1041.71,SE
Annual,Million euro,Total,Machinery and equipment n.e.c.,Electrical equipment,Czechia,2022,1041.68,CZ
Annual,Million euro,Total,"Computer programming, consultancy and related services; Information services",Architectural and engineering services; technical testing and analysis services,Sweden,2021,1041.64,SE
Annual,Million euro,Total,Exports of goods and services to non-EU countries,Scientific research and development services,Austria,2020,1041.5,AT
Annual,Million euro,Total,Exports of goods and services,Other transport equipment,Hungary,2021,1041.36,HU
Annual,Million euro,Total,Legal and accounting services; services of head offices; management consultancy services,"Operating surplus and mixed income, gross",Luxembourg,2021,1041.29,LU
Annual,Million euro,Total,Land transport services and transport services via pipelines,Consumption of fixed capital,Portugal,2020,1041.29,PT
Annual,Million euro,Total,Land transport services and transport services via pipelines,Other taxes less other subsidies on production,Sweden,2021,1041.25,SE
Annual,Million euro,Total,Rubber and plastic products,"Wholesale trade services, except of motor vehicles and motorcycles",Poland,2020,1041.23,PL
Annual,Million euro,Total,"Retail trade services, except of motor vehicles and motorcycles",Warehousing and support services for transportation,Sweden,2022,1041.06,SE
